"filename", "language", "TypeScript", "JSON", "SCSS", "HTML", "JavaScript", "Markdown", "XML", "Ignore", "comment", "blank", "total"
"/Users/adamspice/projects/spiceydev/libs/orders/tsconfig.json", "JSON", 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/adamspice/projects/spiceydev/libs/orders/tsconfig.lib.json", "JSON", 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
"/Users/adamspice/projects/spiceydev/libs/orders/tsconfig.spec.json", "JSON", 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/adamspice/projects/spiceydev/libs/products/.eslintrc.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 37, 0, 40
"/Users/adamspice/projects/spiceydev/libs/products/README.md", "Markdown", 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 8
"/Users/adamspice/projects/spiceydev/libs/products/jest.config.js", "JavaScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 24
"/Users/adamspice/projects/spiceydev/libs/products/src/index.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/components/categories-banner/categories-banner.component.html", "HTML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/components/categories-banner/categories-banner.component.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/components/featured-products/featured-products.component.html", "HTML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/components/featured-products/featured-products.component.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 6, 36
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/components/product-item/product-item.component.html", "HTML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/components/product-item/product-item.component.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/components/products-search/products-search.component.html", "HTML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/components/products-search/products-search.component.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/models/category.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/models/product.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/pages/product-page/product-page.component.html", "HTML", 0, 0, 0, 41, 0, 0, 0, 0, 0, 3, 44
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/pages/product-page/product-page.component.ts", "TypeScript", 48, 0, 0, 0, 0, 0, 0, 0, 0, 8, 56
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/pages/products-list/products-list.component.html", "HTML", 0, 0, 0, 19, 0, 0, 0, 0, 0, 1, 20
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/pages/products-list/products-list.component.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 8, 52
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/products.module.ts", "TypeScript", 60, 0, 0, 0, 0, 0, 0, 0, 0, 2, 62
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/services/categories.service.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 8, 40
"/Users/adamspice/projects/spiceydev/libs/products/src/lib/services/products.service.ts", "TypeScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 10, 61
"/Users/adamspice/projects/spiceydev/libs/products/src/test-setup.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/adamspice/projects/spiceydev/libs/products/tsconfig.json", "JSON", 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/adamspice/projects/spiceydev/libs/products/tsconfig.lib.json", "JSON", 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
"/Users/adamspice/projects/spiceydev/libs/products/tsconfig.spec.json", "JSON", 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/adamspice/projects/spiceydev/libs/ui/.eslintrc.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 37, 0, 40
"/Users/adamspice/projects/spiceydev/libs/ui/README.md", "Markdown", 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 8
"/Users/adamspice/projects/spiceydev/libs/ui/jest.config.js", "JavaScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 24
"/Users/adamspice/projects/spiceydev/libs/ui/src/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/adamspice/projects/spiceydev/libs/ui/src/lib/components/banner/banner.component.html", "HTML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"/Users/adamspice/projects/spiceydev/libs/ui/src/lib/components/banner/banner.component.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/adamspice/projects/spiceydev/libs/ui/src/lib/components/gallery/gallery.component.html", "HTML", 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"/Users/adamspice/projects/spiceydev/libs/ui/src/lib/components/gallery/gallery.component.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"/Users/adamspice/projects/spiceydev/libs/ui/src/lib/ui.module.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/adamspice/projects/spiceydev/libs/ui/src/test-setup.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/adamspice/projects/spiceydev/libs/ui/tsconfig.json", "JSON", 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/adamspice/projects/spiceydev/libs/ui/tsconfig.lib.json", "JSON", 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
"/Users/adamspice/projects/spiceydev/libs/ui/tsconfig.spec.json", "JSON", 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/adamspice/projects/spiceydev/libs/users/.eslintrc.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 37, 0, 40
"/Users/adamspice/projects/spiceydev/libs/users/README.md", "Markdown", 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 8
"/Users/adamspice/projects/spiceydev/libs/users/jest.config.js", "JavaScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 24
"/Users/adamspice/projects/spiceydev/libs/users/src/index.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/adamspice/projects/spiceydev/libs/users/src/lib/models/user.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/Users/adamspice/projects/spiceydev/libs/users/src/lib/pages/login/login.component.html", "HTML", 0, 0, 0, 40, 0, 0, 0, 0, 0, 1, 41
"/Users/adamspice/projects/spiceydev/libs/users/src/lib/pages/login/login.component.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 9, 61
"/Users/adamspice/projects/spiceydev/libs/users/src/lib/services/auth-guard.service.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"/Users/adamspice/projects/spiceydev/libs/users/src/lib/services/auth.service.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"/Users/adamspice/projects/spiceydev/libs/users/src/lib/services/jwt.interceptor.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"/Users/adamspice/projects/spiceydev/libs/users/src/lib/services/localstorage.service.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 8, 49
"/Users/adamspice/projects/spiceydev/libs/users/src/lib/services/users.service.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 0, 0, 0, 14, 76
